age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,loan_defaulted,debt_to_income_ratio,loan_term_risk
34,37181.07,2.5,79409.81,24,9.49,623,4,1,-547.27,1,2.135759137647195,18.98
41,25899.67,1.0,30886.38,24,10.57,550,0,2,724.92,0,1.1925395188432903,21.14
40,15000.0,1.1,17798.98,60,6.87,751,2,0,898.65,0,1.1865986666666666,34.35
28,85804.73,14.4,8165.6,36,8.06,705,5,0,6894.29,0,0.09516491689910336,24.18
31,16812.88,7.8,2014.01,60,4.78,850,1,0,1363.27,0,0.11978970884226854,23.900000000000002
30,76043.34,2.0,16004.99,36,7.37,720,5,0,5840.05,0,0.21047194928576257,22.11
43,25028.16,2.6,9637.22,48,5.75,776,3,0,1860.45,0,0.38505507396468613,23.0
43,24421.78,5.3,4275.86,36,8.22,717,3,1,1900.72,0,0.1750838800447797,24.660000000000004
36,31977.46,5.2,5021.85,12,7.98,656,2,0,2227.99,1,0.1570434299659823,7.98
44,15000.0,4.4,6634.1,36,10.1,592,1,0,1035.62,0,0.44227333333333335,30.299999999999997
39,30298.85,2.0,2865.32,48,11.57,499,3,1,2450.05,0,0.09456860573916173,46.28
32,31115.07,5.1,4612.58,48,10.6,570,3,0,2474.6,0,0.14824263612455316,42.4
34,25026.41,0.1,6803.34,36,10.5,519,1,1,1864.41,0,0.2718464214403904,31.5
35,17169.49,0.2,4224.69,36,8.33,647,3,0,1297.76,0,0.2460579784256841,24.990000000000002
38,26695.99,6.3,17384.59,48,6.2,800,0,1,1814.79,0,0.6512060425554549,24.8
21,51402.52,9.2,5019.36,24,8.04,659,6,0,4056.44,0,0.0976481308698484,16.08
42,133318.34,4.0,18941.81,48,11.66,515,5,0,10614.21,0,0.14207955184560506,46.64
46,37780.76,2.2,18826.44,36,10.81,551,3,0,2533.74,0,0.49830760418795167,32.43
44,131548.14,0.2,7865.18,48,8.84,679,2,0,10767.22,0,0.05978936684319519,35.36
23,82809.6,1.6,10946.6,36,7.59,752,2,0,6559.84,0,0.13218998763428394,22.77
26,188033.61,7.9,36392.43,48,8.5,682,2,1,14772.46,0,0.19354215451163226,34.0
25,83575.86,8.5,30572.39,48,10.64,567,2,0,6179.83,0,0.3658040730900047,42.56
34,82788.64,11.1,17349.91,48,9.61,603,3,0,6462.26,0,0.20956872826996553,38.44
41,33041.08,0.4,85686.92,60,8.97,629,2,0,975.95,0,2.5933450117247983,44.85
38,46685.72,1.8,11296.77,48,9.46,650,2,1,3606.88,0,0.24197484798349475,37.84
27,33907.05,8.1,19157.82,48,10.15,603,2,0,2338.31,0,0.565009931562905,40.6
51,24424.22,7.0,9392.61,48,10.56,588,2,0,1794.6,0,0.38456130840616404,42.24
36,43777.84,8.4,7377.47,24,12.09,530,3,0,3300.56,0,0.16852064880313877,24.18
30,56924.7,3.3,13198.31,36,5.88,791,2,0,4342.92,0,0.23185559168515602,17.64
33,29879.88,7.5,7968.8,36,8.97,623,3,0,2236.7,0,0.2666945114906753,26.910000000000004
41,149110.52,1.9,2592.68,48,5.14,825,3,0,12366.0,0,0.01738763971851215,20.56
21,30955.13,0.2,14882.05,24,11.83,525,2,0,1880.23,1,0.48076199324635366,23.66
37,20898.93,0.5,22800.08,24,11.25,562,1,0,676.27,0,1.0909687720854608,22.5
27,54325.54,1.0,14190.01,12,10.49,565,1,0,3276.36,1,0.26120329406757853,10.49
33,38350.39,4.1,25483.96,24,7.31,708,3,0,2051.3,0,0.6645032814529396,14.62
32,64683.93,2.2,11626.54,24,7.39,729,3,0,4867.72,0,0.17974387146853943,14.78
30,29419.57,7.1,43348.97,48,8.3,659,1,0,1387.24,0,1.4734739494832862,33.2
44,28528.63,1.2,60696.73,36,10.02,583,2,0,418.3,0,2.127572547297224,30.06
24,42579.5,0.3,11840.86,48,7.41,714,3,0,3262.49,0,0.27808828191970314,29.64
27,34365.96,0.3,2979.87,48,8.75,697,1,0,2790.03,0,0.08670993040788036,35.0
33,37093.56,3.0,4812.11,36,12.4,502,3,0,2930.38,0,0.12972898799683827,37.2
25,15412.28,0.8,4763.7,36,14.68,391,2,1,1119.97,0,0.3090847038854731,44.04
28,33283.47,0.2,24175.6,48,7.49,752,0,0,2189.2,1,0.726354553776995,29.96
32,35938.06,0.7,18364.89,60,12.11,528,3,1,2585.3,0,0.5110150631391901,60.55
39,45405.32,1.4,33683.33,24,8.26,621,1,0,2256.37,0,0.7418366394070123,16.52
33,52006.81,1.9,9162.27,48,9.45,613,1,1,4103.94,0,0.17617442792588126,37.8
37,26307.35,5.0,24416.52,24,7.37,718,5,2,1094.99,0,0.928125409818929,14.74
41,40963.69,6.6,7403.69,60,10.57,599,4,0,3254.25,1,0.18073786809733203,52.85
35,66118.12,3.4,19174.15,36,9.56,662,3,0,4895.1,0,0.2899984149579571,28.68
29,18151.06,0.8,29777.1,48,10.86,537,4,0,745.01,0,1.640515760512058,43.44
38,15000.0,7.9,10545.64,24,8.26,662,4,0,771.8,0,0.7030426666666666,16.52
25,19739.04,5.3,4884.86,60,6.22,791,1,0,1549.98,0,0.24747201484975964,31.099999999999998
47,74815.27,3.5,25274.37,48,10.55,577,5,0,5586.89,0,0.33782368225096293,42.2
28,16128.21,0.7,38977.2,12,6.43,775,4,0,-2018.32,1,2.4167096038556046,6.43
18,30874.49,2.1,20668.58,36,9.23,655,1,0,1913.4,1,0.6694387502433239,27.69
29,154943.99,4.6,7665.61,36,5.64,754,3,0,12680.04,0,0.04947342584891482,16.919999999999998
18,15000.0,0.6,11053.58,24,7.66,698,4,1,751.79,1,0.7369053333333333,15.32
48,166015.26,4.8,11653.79,48,9.21,590,4,0,13543.44,0,0.07019710115805017,36.84
36,44776.42,10.5,11076.26,24,8.59,690,5,0,3227.43,0,0.24736814600184653,17.18
18,15000.0,4.7,19881.77,36,5.62,799,7,0,648.58,0,1.3254513333333333,16.86
43,37333.55,1.0,11287.51,48,9.18,694,1,1,2829.27,0,0.3023422631922225,36.72
62,22041.5,2.0,11084.77,24,12.35,496,1,1,1313.18,0,0.5029045210171722,24.7
28,52844.02,6.8,7101.36,36,11.23,560,0,0,4170.4,1,0.13438341746142704,33.69
40,39443.3,2.8,27458.45,36,9.48,616,3,1,2407.62,0,0.6961499164623649,28.44
19,61672.11,5.1,14798.75,12,11.93,507,4,0,3824.98,0,0.23995854852379786,11.93
41,18468.47,2.0,10760.81,24,7.81,726,1,1,1053.29,0,0.5826584443649094,15.62
48,15000.0,1.5,29432.7,48,5.84,850,4,0,560.93,0,1.96218,23.36
43,40682.62,4.3,5218.77,36,9.4,664,4,0,3223.29,0,0.12828008618913925,28.200000000000003
40,26800.52,8.8,7744.04,24,7.61,715,4,1,1884.51,0,0.28895110990383766,15.22
26,47657.34,15.1,13292.83,60,5.72,797,3,0,3716.18,0,0.2789251351418271,28.599999999999998
32,27686.31,1.5,15555.74,60,11.08,578,3,1,1968.35,0,0.5618567443621053,55.4
26,125359.28,0.8,25025.39,36,8.79,671,4,0,9653.25,0,0.19962933737334804,26.369999999999997
32,25345.09,2.3,5376.35,24,10.41,576,5,0,1862.98,0,0.21212589894137288,20.82
40,25978.17,0.6,5604.95,48,9.06,649,5,1,2025.21,0,0.2157561521846997,36.24
29,65004.59,0.9,9523.72,48,9.73,664,1,0,5176.74,0,0.14650842348209564,38.92
29,21202.26,11.5,14172.15,48,9.24,668,6,1,1412.56,0,0.6684263847344576,36.96
35,99091.67,4.7,9864.88,48,7.31,770,6,0,8019.99,0,0.09955307040440432,29.24
36,48794.76,2.0,22197.68,48,9.06,633,2,1,3513.21,1,0.4549193396995907,36.24
56,31798.48,1.5,19295.67,36,12.17,509,3,0,2007.41,1,0.606811080278051,36.51
41,36038.48,0.6,32137.74,36,7.73,730,3,0,2000.13,0,0.8917618057143364,23.19
43,27000.06,6.5,15134.2,24,7.25,702,5,1,1570.69,0,0.5605246803155253,14.5
18,89535.66,2.6,15046.21,36,10.73,567,5,0,6970.63,1,0.16804712223040516,32.19
21,28924.16,11.6,20281.29,36,6.44,798,1,0,1789.3,1,0.7011885565561801,19.32
34,61085.65,2.0,12485.1,48,6.55,764,4,0,4794.1,0,0.2043867913331527,26.2
60,81649.86,0.2,8246.21,12,9.29,645,4,0,6081.9,0,0.10099478431438828,9.29
40,15492.73,3.5,24757.95,60,11.34,480,2,0,748.56,1,1.5980366275020608,56.7
20,39402.95,2.2,22747.36,36,8.95,661,0,2,2560.75,0,0.5773009381277291,26.849999999999998
42,20291.65,5.6,7712.13,24,10.92,541,2,0,1331.81,0,0.38006421360510356,21.84
26,47589.06,0.3,69673.9,48,9.72,602,1,0,2208.0,0,1.4640738858888995,38.88
30,22831.74,7.3,14907.3,36,8.97,659,1,0,1428.8,0,0.6529200139805376,26.910000000000004
32,73987.41,2.4,4515.56,48,6.77,786,2,1,6057.97,0,0.0610314646775715,27.08
19,48085.73,11.5,49664.71,24,8.78,670,2,1,1743.23,0,1.0328367688293387,17.56
21,68532.56,1.5,40067.1,36,9.83,603,3,0,4421.39,0,0.5846432702937114,29.490000000000002
50,17817.35,3.3,13244.62,24,10.66,559,4,0,869.57,0,0.7433552127561058,21.32
32,84683.15,2.1,7183.09,48,6.22,771,3,0,6887.51,0,0.08482313187452287,24.88
31,24558.88,1.6,15930.54,24,8.56,686,2,2,1322.0,0,0.6486672030646349,17.12
31,24028.16,1.0,6135.52,36,8.39,633,7,0,1808.98,0,0.25534705945024505,25.17
31,43981.76,5.7,21300.52,48,7.94,736,0,1,3145.74,0,0.4843034930844059,31.76
45,134470.09,0.6,4241.89,48,11.3,523,3,0,11095.59,0,0.03154523061596821,45.2
34,15000.0,1.7,15001.79,48,9.64,631,1,1,872.1,1,1.0001193333333334,38.56
29,23124.17,0.6,45864.02,12,8.13,705,5,1,-2065.38,0,1.9833801602392649,8.13
40,60141.02,5.2,6117.16,36,6.69,740,6,0,4823.74,0,0.10171360578852837,20.07
27,106832.77,0.9,8631.63,12,6.81,762,2,0,8156.62,0,0.08079571464823011,6.81
31,159092.31,1.7,10467.69,48,6.51,801,4,0,13009.4,0,0.0657963291877527,26.04
30,71678.13,9.9,6386.07,60,8.98,627,4,2,5840.68,0,0.08909370263984286,44.900000000000006
22,15000.0,7.0,17702.4,48,12.56,501,4,0,778.95,0,1.18016,50.24
35,51147.24,0.8,7001.81,48,4.77,850,1,1,4101.75,0,0.13689516775489743,19.08
48,91174.78,4.3,21827.89,60,9.57,635,2,0,7138.73,0,0.23940710358719813,47.85
24,284000.6,6.8,17922.06,48,9.77,642,6,0,23214.14,1,0.06310571174849632,39.08
24,34388.05,1.0,7776.98,24,11.32,541,5,0,2502.05,0,0.22615356206589204,22.64
25,21286.44,9.1,30364.74,48,9.01,670,4,0,1018.1,0,1.4264827749496864,36.04
33,37178.51,0.1,8863.99,12,8.65,695,3,1,2324.48,0,0.23841703177453855,8.65
46,51546.17,6.9,21239.55,48,8.97,630,2,0,3767.27,0,0.41204904263498143,35.88
37,85001.04,10.6,5342.82,48,7.94,714,4,0,6953.14,0,0.06285593682147889,31.76
28,35064.47,0.4,38613.46,12,11.81,524,1,1,-505.29,1,1.1012132794250133,11.81
20,40924.9,16.8,25475.17,48,10.91,546,2,0,2753.1,0,0.6224858215902788,43.64
22,63440.34,0.8,38224.74,36,10.15,634,4,1,4050.6,0,0.6025305034619928,30.450000000000003
28,97462.08,0.6,41756.55,48,6.13,768,2,0,7138.7,0,0.4284389374821469,24.52
39,31052.46,4.1,46306.5,60,10.02,581,5,0,1603.37,0,1.4912345108889924,50.099999999999994
22,20097.26,2.3,1794.81,48,7.12,769,3,0,1631.69,0,0.08930620393028701,28.48
33,22623.95,2.1,6099.59,24,5.22,824,2,1,1617.13,0,0.2696076502997929,10.44
36,15000.0,1.9,7754.21,48,8.56,686,4,0,1058.65,0,0.5169473333333333,34.24
44,52836.52,0.1,29459.45,12,6.88,765,3,1,1855.64,0,0.5575584841696615,6.88
41,69951.3,9.3,3722.25,48,8.94,680,3,0,5736.75,0,0.053212020362738074,35.76
30,22172.41,4.9,9094.23,12,8.81,649,4,0,1053.2,0,0.4101597435732065,8.81
25,69593.93,4.2,12024.78,36,8.94,653,2,0,5417.45,0,0.17278489661382826,26.82
28,61387.22,2.9,8798.0,48,10.25,633,2,1,4891.4,0,0.143319733325601,41.0
50,15000.0,3.1,11980.37,48,13.69,454,4,2,924.48,0,0.7986913333333334,54.76
37,46189.98,11.3,18536.15,48,12.39,480,1,0,3357.48,1,0.4013024036814911,49.56
41,47710.44,18.1,11873.15,48,10.32,563,3,0,3672.91,0,0.24885853075343675,41.28
38,15000.0,12.4,22676.44,24,9.81,623,1,1,205.58,0,1.5117626666666666,19.62
41,18526.07,7.8,12593.47,60,6.27,815,0,0,1298.79,0,0.6797701833146479,31.349999999999998
35,34494.97,8.5,3030.06,24,10.56,517,2,2,2733.97,1,0.0878406329966369,21.12
41,30487.04,0.8,15644.06,24,8.76,690,3,2,1827.61,0,0.5131380416071878,17.52
47,49509.87,0.5,15291.36,48,7.31,729,3,0,3757.45,1,0.3088547798651057,29.24
31,46877.74,12.1,20182.02,48,10.4,578,4,0,3390.72,0,0.4305245944023752,41.6
26,28583.58,0.6,5689.29,36,5.6,806,3,0,2209.92,1,0.1990404980761682,16.799999999999997
46,47825.13,7.3,35967.2,24,8.13,687,0,0,2356.6,1,0.7520565025123821,16.26
34,70597.43,1.1,10590.02,48,9.85,578,2,0,5615.29,0,0.15000574383515097,39.4
31,95183.88,4.7,20024.91,24,11.28,547,1,0,6996.07,1,0.2103813166683266,22.56
33,43359.01,2.4,23255.16,24,6.86,746,2,0,2573.53,0,0.5363397365391875,13.72
34,15000.0,1.9,19212.69,24,9.29,643,1,0,369.71,0,1.280846,18.58
23,26269.39,15.4,5809.45,24,10.42,586,4,1,1919.91,0,0.22114902553884958,20.84
45,71633.91,4.5,8344.87,24,7.34,742,2,0,5594.58,0,0.1164932920735445,14.68
32,16989.97,1.8,9770.81,24,9.39,626,2,0,967.7,0,0.5750928341839332,18.78
28,15000.0,1.3,4373.34,36,10.9,600,3,0,1107.03,0,0.29155600000000004,32.7
36,59654.26,1.0,9885.52,48,10.61,596,2,0,4717.56,0,0.16571356345716132,42.44
25,15000.0,7.0,9720.97,36,12.59,466,2,1,924.38,0,0.6480646666666666,37.769999999999996
54,45290.28,5.5,3363.76,36,12.1,519,2,0,3662.3,0,0.07427112395860658,36.3
37,97896.19,1.8,10305.7,48,7.82,756,9,0,7907.29,0,0.10527171690747107,31.28
26,20624.09,3.5,6813.6,48,8.99,645,3,0,1549.15,0,0.3303709400026862,35.96
41,15000.0,3.6,6240.45,36,10.8,553,5,0,1046.29,0,0.41603,32.400000000000006
32,15000.0,6.8,38056.98,48,11.49,524,5,0,257.32,1,2.537132,45.96
51,24373.68,14.4,14597.62,48,11.58,510,1,0,1649.73,1,0.5989091511827512,46.32
35,50595.21,5.3,38102.42,48,8.35,712,6,0,3279.8,0,0.7530835428887438,33.4
37,21169.16,1.7,15652.37,36,8.59,665,4,0,1269.34,0,0.7393949500121876,25.77
41,15000.0,6.3,79356.95,48,5.61,840,5,0,-599.54,1,5.290463333333333,22.44
49,45850.48,7.1,8209.62,24,12.52,462,4,0,3432.42,0,0.17905199683841916,25.04
51,52529.55,8.5,10768.68,48,10.78,604,2,0,4100.29,1,0.2050023272615128,43.12
31,83512.35,10.7,10444.58,48,11.16,532,3,0,6688.6,0,0.1250662925902576,44.64
23,19794.36,6.1,8327.81,24,12.07,464,3,0,1257.24,1,0.4207163050485087,24.14
29,34917.38,1.5,5477.92,36,12.22,515,2,1,2727.26,1,0.1568823319504499,36.660000000000004
32,37149.24,0.0,61539.99,60,9.44,620,6,0,1805.12,0,1.6565612109426735,47.199999999999996
30,32085.84,0.3,36831.93,48,6.51,793,3,0,1800.18,0,1.1479185210672371,26.04
36,25534.49,6.4,9684.94,36,8.9,652,1,0,1820.35,0,0.3792885622544253,26.700000000000003
36,17954.29,0.7,19517.57,36,10.44,555,1,0,862.37,1,1.087069998312381,31.32
48,41803.0,2.5,24499.04,48,8.22,722,1,0,2882.96,1,0.5860593737291582,32.88
37,15000.0,12.0,50817.38,36,11.37,521,1,0,-422.61,0,3.3878253333333332,34.11
43,27387.32,6.3,23837.34,36,7.01,714,4,0,1546.14,0,0.8703787008002244,21.03
32,28455.61,8.4,5185.13,48,10.63,609,4,0,2238.22,0,0.182218198801572,42.52
39,46507.82,2.9,9313.58,60,7.45,720,3,1,3689.25,0,0.200258365152355,37.25
41,22619.75,5.5,2713.75,36,9.02,621,0,1,1798.66,0,0.11997259032482675,27.06
33,74602.95,5.7,9793.25,36,11.15,536,5,0,5895.6,1,0.13127161861561776,33.45
34,34449.63,1.3,5144.33,60,8.41,709,4,0,2765.48,0,0.14932903488368382,42.05
26,21328.86,5.3,2872.0,36,8.18,635,3,0,1687.17,0,0.13465323510023508,24.54
24,28484.59,7.6,17802.67,12,12.03,485,2,2,791.72,0,0.6249930225430662,12.03
28,34296.01,0.1,29475.19,48,8.8,677,5,0,2127.31,1,0.8594349605099835,35.2
34,15000.0,1.2,45918.81,36,6.22,833,3,0,-151.52,1,3.061254,18.66
42,15000.0,11.5,15569.04,48,9.61,632,2,0,858.04,1,1.037936,38.44
34,16962.58,13.5,38866.95,36,7.39,716,2,0,206.51,0,2.291334808737821,22.169999999999998
27,15000.0,11.5,27330.43,48,9.33,622,1,0,565.59,1,1.8220286666666667,37.32
38,27712.37,1.4,16738.32,48,9.99,619,2,0,1884.92,1,0.6040017508426743,39.96
46,63481.02,10.0,21993.36,12,9.35,633,2,1,3363.16,0,0.34645568076883454,9.35
32,23377.67,6.7,36397.26,24,10.99,574,1,0,251.91,1,1.556924193044046,21.98
37,49898.94,1.1,21326.82,36,8.1,645,7,0,3488.96,1,0.4274002614083586,24.299999999999997
42,46682.24,0.6,22893.76,48,7.86,689,2,0,3332.79,0,0.4904169122989814,31.44
30,70578.45,11.8,2631.64,48,7.64,695,0,0,5817.74,0,0.03728673554038095,30.56
45,23078.18,8.3,25413.08,36,10.51,566,3,0,1097.07,1,1.1011734894172764,31.53
37,15000.0,2.8,10748.02,36,4.12,839,4,1,932.1,0,0.7165346666666667,12.36
25,20695.01,5.5,32616.23,24,8.82,637,3,0,237.21,0,1.5760432104164241,17.64
42,31501.23,7.2,47780.97,48,8.85,655,3,0,1439.47,0,1.5167969631662002,35.4
27,75481.68,11.4,4087.7,36,7.01,744,5,0,6163.91,0,0.05415486247788868,21.03
31,98945.29,4.6,23194.77,60,9.65,642,3,0,7756.61,0,0.23442015279352865,48.25
31,30609.0,9.1,15173.64,36,12.09,551,1,0,2046.12,1,0.4957247868274037,36.269999999999996
38,109339.22,0.2,23375.6,60,6.29,768,3,1,8656.53,0,0.2137897087614124,31.45
34,24144.55,0.8,17664.76,36,4.23,850,0,0,1488.7,1,0.7316251493608288,12.690000000000001
19,105167.93,4.7,8817.24,12,5.68,819,4,0,8006.42,1,0.08383962677595727,5.68
43,28005.76,7.4,27102.3,24,5.1,817,1,0,1143.58,0,0.9677402077286958,10.2
32,32760.91,8.5,6007.01,24,11.62,578,3,0,2448.37,0,0.1833590703066551,23.24
30,25341.6,2.3,4983.98,36,7.89,720,2,1,1955.87,0,0.1966718754932601,23.669999999999998
45,21891.39,6.0,100000.0,48,8.01,734,5,0,-617.48,0,4.568005960334177,32.04
49,44227.78,1.2,4483.74,60,8.89,679,2,2,3592.81,0,0.10137836445781362,44.45
44,45572.34,2.4,24698.57,24,12.85,461,5,0,2625.22,0,0.5419640510011117,25.7
30,31746.15,0.0,15310.95,24,6.63,757,2,0,1962.57,0,0.4822931284580965,13.26
36,26121.89,1.1,15818.65,36,9.89,627,1,0,1667.22,1,0.6055706535782824,29.67
35,68384.72,10.9,6569.96,48,8.21,656,5,0,5537.69,0,0.09607350881892913,32.84
36,15000.0,3.5,19013.55,60,15.18,343,2,0,795.87,0,1.2675699999999999,75.9
21,28740.29,5.8,3133.07,60,9.81,620,4,0,2328.75,0,0.109013165837923,49.050000000000004
37,15176.82,3.6,15431.85,60,9.4,592,3,1,941.39,0,1.0168039154447375,47.0
39,47874.11,0.4,19029.16,36,7.61,699,1,0,3396.62,0,0.3974833161389319,22.830000000000002
38,50675.99,3.3,20837.36,48,9.07,670,3,0,3703.77,0,0.41118802020444006,36.28
37,31476.14,0.7,6886.54,12,11.32,504,3,0,2013.34,0,0.21878603920302808,11.32
35,43321.43,1.6,11365.42,24,8.78,633,8,0,3092.04,0,0.26235098887548264,17.56
52,15000.0,7.6,4046.72,36,10.38,607,2,0,1118.7,0,0.2697813333333333,31.14
18,89829.83,1.7,10470.1,60,9.08,601,2,1,7268.07,0,0.1165548237150176,45.4
27,16608.83,4.4,12645.34,12,11.67,521,2,1,262.5,1,0.7613624800783679,11.67
48,68796.54,26.8,13165.92,48,8.67,717,4,0,5407.47,0,0.19137474064829424,34.68
42,45964.33,2.5,13420.0,36,10.88,562,3,0,3391.77,0,0.2919655306625812,32.64
18,27123.89,9.7,24909.79,24,7.11,697,5,1,1143.81,1,0.9183708531482764,14.22
40,23366.99,4.7,6186.07,24,9.72,605,4,0,1662.59,0,0.2647354237751631,19.44
39,97403.23,2.9,13850.6,48,11.17,573,5,1,7757.82,1,0.142198569801022,44.68
45,41490.39,3.1,15359.62,12,8.02,699,5,0,2121.28,0,0.37019705044951373,8.02
52,19870.89,12.7,25994.59,12,9.49,669,1,0,-623.27,0,1.3081744199681042,9.49
60,47015.88,6.7,52232.47,48,7.28,732,5,0,2660.42,0,1.110953788379586,29.12
43,61230.14,1.7,13233.24,36,8.04,754,2,0,4687.59,0,0.21612297473107198,24.119999999999997
29,21165.15,2.9,21248.69,48,8.88,669,3,0,1236.2,0,1.003947054473982,35.52
26,51416.6,1.8,24449.84,24,8.45,661,5,0,3173.89,0,0.4755242470330594,16.9
29,37387.04,9.6,11777.45,12,7.0,770,1,1,2096.52,0,0.31501424022869956,7.0
46,25718.88,4.0,10170.41,48,8.66,666,6,1,1891.79,0,0.39544529155235375,34.64
29,16239.16,1.6,3769.28,36,11.47,512,1,0,1229.02,0,0.23211052788444725,34.410000000000004
57,18386.38,0.5,3096.01,48,9.23,646,3,1,1454.82,1,0.16838605533008674,36.92
22,45121.21,0.5,9698.94,24,12.64,427,4,0,3300.63,1,0.21495301212002074,25.28
45,94630.24,9.6,21711.12,36,11.33,527,3,0,7171.66,0,0.22943109940331968,33.99
24,25798.92,0.2,15043.97,36,8.13,689,4,2,1677.58,0,0.5831240222458924,24.39
26,15893.27,5.6,5758.28,24,9.89,598,2,0,1059.02,0,0.3623093296722449,19.78
29,31686.54,0.2,5661.57,60,7.96,673,1,0,2525.86,0,0.1786742888305255,39.8
35,36048.14,8.1,17720.43,36,9.75,612,2,0,2434.3,0,0.4915768192200763,29.25
60,37209.83,1.2,14000.57,60,14.7,390,2,0,2769.95,0,0.3762599829131173,73.5
45,61675.97,1.3,100000.0,48,6.47,761,5,0,2769.55,0,1.621377012797691,25.88
44,61990.23,10.1,37522.98,60,8.05,738,3,1,4404.12,0,0.6053047391500241,40.25
48,37008.67,8.5,100000.0,60,11.84,523,2,0,867.69,0,2.702069542082977,59.2
30,17101.12,8.7,9293.1,48,6.13,764,0,0,1206.29,0,0.5434205478939391,24.52
42,67922.4,3.6,30303.2,48,8.22,629,3,0,4917.28,0,0.4461444236363851,32.88
33,33752.64,6.5,6755.65,60,8.92,605,2,0,2672.75,0,0.20015175109265526,44.6
22,29731.57,4.5,5101.63,36,9.66,638,2,0,2313.83,0,0.17158966041820195,28.98
23,23406.69,0.5,8399.32,24,9.39,646,2,1,1565.33,0,0.3588427069354958,18.78
24,27227.44,6.8,88217.63,24,9.05,618,2,1,-1763.27,1,3.2400266055126745,18.1
37,37042.61,0.7,9964.82,24,5.06,850,3,1,2649.45,0,0.26900966211614136,10.12
39,28660.33,0.8,15679.34,48,10.82,551,2,1,1984.49,0,0.5470746498731871,43.28
55,27942.94,4.4,4227.65,24,11.51,521,1,0,2130.53,0,0.15129581926597557,23.02
39,25293.15,0.2,4775.37,48,5.7,850,4,0,1996.27,0,0.18880092040730395,22.8
38,15635.2,10.3,7844.88,48,8.13,695,0,0,1110.94,0,0.5017447810069586,32.52
37,25059.1,9.0,6950.47,48,7.84,694,0,0,1919.1,0,0.27736311359945093,31.36
50,52362.02,1.1,25349.7,36,8.73,660,3,0,3560.57,0,0.48412379812696305,26.19
32,15588.13,2.6,50853.59,48,8.94,674,4,0,34.97,0,3.2623278096859596,35.76
28,17397.38,6.8,6990.84,48,13.71,430,5,1,1259.76,1,0.40183291966951346,54.84
53,27218.54,4.6,18776.11,36,5.78,836,4,0,1698.88,0,0.6898279628517915,17.34
43,17134.27,6.1,14441.28,24,7.47,687,2,2,778.2,1,0.8428301876881829,14.94
38,15000.0,5.0,4691.86,60,8.56,630,4,1,1153.6,0,0.31279066666666666,42.800000000000004
37,21866.87,0.1,41477.81,36,11.0,560,2,0,464.31,0,1.896833428835494,33.0
39,87496.58,6.2,45027.11,48,7.69,726,4,0,6198.68,1,0.5146156569776784,30.76
35,41952.56,4.9,58319.84,48,7.34,707,2,1,2090.29,0,1.3901378128057025,29.36
53,132660.27,0.2,17599.02,48,11.61,535,3,2,10594.94,1,0.13266232610562304,46.44
34,33079.83,8.2,13476.61,48,11.01,578,3,0,2408.28,0,0.40739659182045374,44.04
46,66850.03,7.9,22034.64,36,6.95,741,2,0,4890.97,0,0.32961301588047154,20.85
26,82300.98,7.6,11067.12,48,10.29,565,4,0,6576.18,0,0.13447130277185038,41.16
32,15000.0,10.2,13761.99,12,9.87,590,3,0,40.93,0,0.917466,9.87
32,23939.52,3.0,21792.81,36,4.55,834,4,0,1346.2,0,0.9103277759955087,13.649999999999999
33,39530.49,4.6,9181.59,48,8.0,685,4,0,3070.06,0,0.23226603060068318,32.0
41,38803.94,7.8,3782.24,12,10.58,624,1,0,2900.12,0,0.09747051459207491,10.58
34,63656.05,0.0,14795.91,24,9.92,626,1,0,4622.46,0,0.23243525163751128,19.84
37,35437.56,4.7,9323.41,48,5.45,845,6,0,2736.51,0,0.2630940166309419,21.8
20,20336.94,4.2,15524.06,24,7.59,713,3,0,995.53,0,0.7633429611337792,15.18
27,43103.06,2.3,8199.95,48,11.64,513,5,0,3377.43,0,0.19024055368690765,46.56
38,37637.4,0.3,22545.14,36,6.3,769,2,0,2447.51,0,0.5990089644874512,18.9
44,23286.83,14.7,10353.95,48,10.33,588,0,0,1676.32,0,0.4446268556089429,41.32
31,95941.33,6.4,5448.71,48,8.49,674,4,0,7860.84,0,0.05679210409111485,33.96
32,23450.78,2.6,57070.97,24,6.47,765,9,0,-587.29,0,2.433649115295952,12.94
47,17900.55,0.3,14794.12,48,8.33,636,1,0,1128.25,0,0.8264617567616638,33.32
32,53312.4,2.7,20384.22,60,7.09,742,4,0,4038.2,0,0.38235419902311657,35.45
25,27271.14,3.7,45905.29,48,7.97,715,3,0,1152.56,0,1.6832919342572406,31.88
39,21035.56,1.4,17010.86,48,10.34,588,3,1,1318.74,1,0.8086716018019011,41.36
56,39538.69,0.5,9621.06,48,6.97,752,2,0,3064.64,0,0.24333279630660498,27.88
18,26543.22,5.0,84535.87,48,9.74,607,4,0,78.43,0,3.1848385388057663,38.96
35,24122.81,5.2,22065.99,36,7.43,709,1,2,1324.55,1,0.914735472359978,22.29
34,49807.76,2.8,5217.35,60,7.65,711,3,0,4045.73,0,0.10474974180730072,38.25
30,28510.92,0.4,8165.9,36,7.69,706,3,0,2121.19,0,0.28641306559030716,23.07
24,15000.0,2.5,22605.88,60,8.38,709,2,1,787.51,0,1.5070586666666668,41.900000000000006
